Code,Title,CreditPoints
DENT5311,Integrated Dental Practice 2,24
DENT5312,Developmental and Behavioural Sciences 2,6
DENT5313,Developmental and Behavioural Sciences 3,6
DENT5322,Diagnostic and Surgical Sciences 4,6
DENT5323,Diagnostic and surgical sciences 5,6
DENT5337,Restorative and Rehabilitative Sciences 7,6
DENT5338,Restorative and Rehabilitative Sciences 8,6
DENT5341,Comprehensive Clinical Care 1,6
DENT5342,Comprehensive Clinical Care 2,6
DENT5401,Research and Professional Development 1,6
DENT5402,Integrated Dental Practice 1,6
DENT5403,Integrated Dental Practice 2,6
DENT5404,"Australian Indigenous, Rural and Remote Oral Health 1",6
DENT5405,Research and Professional Development 2,6
DENT5406,Integrated Dental Practice 3,6
DENT5407,Integrated Dental Practice 4,6
DENT5408,"Australian Indigenous, Rural and Remote Oral Health 2",6
DENT5409,Integrated Dental Practice 3,24
DENT5410,Integrated Dental Practice 4,24
DENT5414,Developmental and behavioural sciences 4,6
DENT5415,Development and behavioural sciences 5,6
DENT5443,Comprehensive Clinical Care 3,6
DENT5444,Comprehensive Clinical Care 4,6
DENT5445,Comprehensive Clinical Care 5,6
DENT5446,Comprehensive Clinical Care 6,6
DENT5447,Comprehensive Clinical Care 7,6
DENT5448,Comprehensive Clinical Care 8,6
DENT5600,Principles of Dental Public Health,6
DENT5603,Dental Research Methodology,6
DENT5626,Oral Health Care Provision,6
DENT5627,Oral Health Promotion,6
DENT5628,Management and Financing of Oral Health Services,6
DENT5629,Research Methods in Dental Public and Primary Health,6
DENT5630,Dental Epidemiology,6
DENT5639,Dissertation (full-time),48
DENT5641,Dissertation (part-time),48
DENT5649,Basic Dental Science,6
DENT5650,Forensic Medicine and Pathology,12
DENT5651,Applied Dental Science,6
DENT5652,The Law and Law Enforcement,12
DENT5653,Forensic Medicine,6
DENT5654,Forensic Pathology,6
DENT5656,Special Research Project Part 1,6
DENT5657,The Law,6
DENT5658,Law Enforcement,6
DENT5660,Special Research Project Part 2,6
DENT6801,Endodontics Theory I Part 1,6
DENT6802,Endodontics Theory I Part 2,6
DENT6803,Endodontics Theory II Part 1,6
DENT6804,Endodontics Theory II Part 2,6
DENT6805,Endodontics Theory III Part 1,6
DENT6806,Endodontics Theory III Part 2,6
DENT6807,Endodontics Clinical Practice I Part 1,6
DENT6808,Endodontics Clinical Practice I Part 2,6
DENT6809,Endodontics Clinical Practice II Part 1,12
DENT6810,Endodontics Clinical Practice II Part 2,12
DENT6811,Endodontics Clinical Practice III Part 1,12
DENT6812,Endodontics Clinical Practice III Part 2,12
DENT6813,Oral Medicine Theory I Part 1,6
DENT6814,Oral Medicine Theory I Part 2,6
DENT6815,Oral MedicineTheory II Part 1,6
DENT6816,Oral Medicine Theory II Part 2,6
DENT6817,Oral Medicine Theory III Part 1,6
DENT6818,Oral Medicine Theory III Part 2,6
DENT6819,Oral Medicine Clinical Practice I Part 1,6
DENT6820,Oral Medicine Clinical Practice I Part 2,6
DENT6821,Oral Medicine Clinical Practice II Part 1,12
DENT6822,Oral Medicine  Clinical Practice II Part 2,12
DENT6823,Oral Medicine Clinical Practice III Part 1,12
DENT6824,Oral Medicine Clinical Practice III Part 2,12
DENT6825,Orthodontics Theory I Part 1,6
DENT6826,Orthodontics Theory I Part 2,6
DENT6827,Orthodontics Theory II Part 1,6
DENT6828,Orthodontics Theory II Part 2,6
DENT6829,Orthodontics Theory III Part 1,6
DENT6830,Orthodontics Theory III Part 2,6
DENT6831,Orthodontics Clinical Practice I Part 1,6
DENT6832,Orthodontics Clinical Practice I Part 2,6
DENT6833,Orthodontics Clinical Practice II Part 1,12
DENT6834,Orthodontics Clinical Practice II Part 2,12
DENT6835,Orthodontics Clinical Practice III Part 1,12
DENT6836,Orthodontics Clinical Practice III Part 2,12
DENT6837,Periodontics Theory I Part 1,6
DENT6838,Periodontics Theory I Part 2,6
DENT6839,Periodontics Theory II Part 1,6
DENT6840,Periodontics Theory II Part 2,6
DENT6841,Periodontics Theory III Part 1,6
DENT6842,Periodontics Theory III Part 2,6
DENT6843,Periodontics Clinical Practice I Part 1,6
DENT6844,Periodontics Clinical Practice I Part 2,6
DENT6845,Periodontics Clinical Practice II Part 1,12
DENT6846,Periodontics Clinical Practice II Part 2,12
DENT6847,Periodontics Clinical Practice III Part 1,12
DENT6848,Periodontics Clinical Practice III Part 2,12
DENT6849,Oral and Maxillofacial Radiography and Radiology,6
DENT6850,Periodontics Research Dissertation,30
DENT6851,Endodontics Research Dissertation,30
DENT6852,Oral Medicine Research Dissertation,30
DENT6853,Orthodontics Research Dissertation,30
DENT6854,Paediatric Dentistry Theory I Part 1,6
DENT6855,Paediatric Dentistry Theory I Part 2,6
DENT6856,Paediatric Dentistry Theory II Part 1,6
DENT6857,Paediatric Dentistry Theory II Part 2,6
DENT6858,Paediatric Dentistry Theory III Part 1,6
DENT6859,Paediatric Dentistry Theory III Part 2,6
DENT6860,Paediatric Dentistry Clinical Practice I Part 1,6
DENT6861,Paediatric Dentistry Clinical Practice I Part 2,6
DENT6862,Paediatric Dentistry Clinical Practice II Part 1,12
DENT6863,Paediatric Dentistry Clinical Practice II Part 2,12
DENT6864,Paediatric Dentistry Clinical Practice III Part 1,12
DENT6865,Paediatric Dentistry Clinical Practice III Part 2,12
DENT6866,Paediatric Dentistry Research Dissertation,30
DENT6870,Oral Pathology Theory I Part 1,6
DENT6871,Oral Pathology Theory I Part 2,6
DENT6872,Oral Pathology Theory II Part 1,6
DENT6873,Oral Pathology Theory II Part 2,6
DENT6874,Oral Pathology Theory III Part 1,6
DENT6875,Oral Pathology Theory III Part 2,6
DENT6876,Oral Pathology Clinical  Practice I Part 1,6
DENT6877,Oral Pathology Clinical Practice I Part 2,6
DENT6878,Oral Pathology Clinical Practice II Part 1,12
DENT6879,Oral Pathology Clinical Practice II Part 2,12
DENT6880,Oral Pathology Clinical Practice III Part 1,12
DENT6881,Oral Pathology Clinical Practice III Part 2,12
DENT6882,Oral Pathology Research Dissertation,30
DENT6883,Prosthodontics Theory I Part 1,6
DENT6884,Prosthodontics Theory I Part 2,6
DENT6885,Prosthodontics Clinical Practice I Part 1,6
DENT6886,Prosthodontics Clinical Practice I Part 2,6
DENT6887,Prosthodontics Theory II (Part 1),6
DENT6888,Prosthodontics Theory II (Part 2),6
DENT6889,Prosthodontics Clinical Practice II (Part 1),12
DENT6890,Prosthodontics Clinical Practice II (Part 2),12
DENT6891,Prosthodontics Theory III (Part 1),6
DENT6892,Prosthodontics Theory III (Part 2),6
DENT6893,Prosthodontics Clinical Practice III (Part 1),12
DENT6894,Prosthodontics Clinical Practice III (Part 2),12
DENT6895,Prosthodontics Research Dissertation,30
DENT6901,Dento-maxillofacial Radiology Theory I Part 1,6
DENT6902,Dento-maxillofacial Radiology Theory I Part 2,6
DENT6903,Dento-Maxillofacial Radiology Theory II (Part 1),6
DENT6904,Dento-Maxillofacial Radiology Theory II (Part 2),6
DENT6905,Dento-Maxillofacial Radiology Theory III (Part 1),6
DENT6906,Dento-Maxillofacial Radiology Theory III (Part 2),6
DENT6907,Dento-Maxillofacial Radiology Clinical Practice I Part 1,6
DENT6908,Dento-Maxillofacial Radiology Clinical Practice I Part 2,6
DENT6909,Dento-Maxillofacial Radiology Clinical Practice II (Part 1),12
DENT6910,Dento-Maxillofacial Radiology Clinical Practice II (Part 2),12
DENT6911,Dento-Maxillofacial Radiology Clinical Practice III (Part 1),12
DENT6912,Dento-Maxillofacial Radiology Clinical Practice III (Part 2),12
DENT6913,Dento-Maxillofacial Radiology Research Dissertation,30
EART1104,Discovering Earth,6
EART1105,Dynamic Planet,6
EART2204,Coastal Processes,6
EART2231,Earth Materials,6
EART2232,Field Geology,6
EART2234,Earth Processes,6
EART3342,Geochemistry and Petrology,6
EART3343,Structural Geology and Tectonics,6
EART3344,Basin Analysis,6
EART3351,Mineral Resources,6
EART3353,Geological Mapping,6
EART4415,Coastal Hazards and Adaptation,6
EBUS5504,Electronic Business,6
ECON1000,Economics for Business,6
ECON1101,Microeconomics: Prices and Markets,6
ECON1102,Macroeconomics: Money and Finance,6
ECON1111,Quantitative Methods for Business and Economics,6
ECON1120,Environmental Economics 1,6
ECON2105,Rise of the Global Economy,6
ECON2106,Asia in the World Economy,6
ECON2210,Monetary Economics,6
ECON2224,Environmental Economics 2,6
ECON2233,Microeconomics: Policy and Applications,6
ECON2234,Macroeconomics: Policy and Applications,6
ECON2245,Business Economics,6
ECON2271,Introductory Econometrics,6
ECON2272,Intermediate Mathematics for Economists,6
ECON3205,Health Economics,6
ECON3206,Economic Analysis Project,6
ECON3220,Development Economics,6
ECON3235,International Trade,6
ECON3236,International Finance,6
ECON3300,Agricultural Economics and Marketing,6
ECON3301,Game Theory and Strategic Thinking,6
ECON3302,Applied Microeconomics,6
ECON3303,Applied Macroeconomics,6
ECON3310,History of Economic Ideas,6
ECON3323,Business and the Environment,6
ECON3350,"Money, Banking and Financial Markets",6
ECON3371,Applied Econometric Methods and Data Analysis,6
ECON3395,Economic Policy,6
ECON4002,Core Concepts in Agricultural and Applied Economics,6
ECON4141,Dissertation (Professional Economics) Part 1,6
ECON4142,Dissertation (Professional Economics) Part 2,6
ECON4143,Dissertation (Professional Economics) Part 3,6
ECON4144,Dissertation (Professional Economics) Part 4,6
ECON4181,Dissertation (Financial Economics) Part 1,6
ECON4182,Dissertation (Financial Economics) Part 2,6
ECON4183,Dissertation (Financial Economics) Part 3,6
ECON4184,Dissertation (Financial Economics) Part 4,6
ECON4401,Applied Econometrics and Research Methods,6
ECON4402,Microeconomic Theory,6
ECON4405,Public Economics,6
ECON4408,Advanced Development Economics,6
ECON4410,Environmental and Resource Economics,6
ECON4413,Applied Advanced Econometrics,6
ECON4418,Macroeconomic Theory,6
ECON4450,Advanced International Trade,6
ECON4486,Dissertation (Economics) Part 1,6
ECON4487,Dissertation (Economics) Part 2,6
ECON4488,Dissertation (Economics) Part 3,6
ECON4489,Dissertation (Economics) Part 4,6
ECON4503,Advanced Economic Analysis,6
ECON4504,Advanced Quantitative Economics,6
ECON4507,History of Economic Thought,6
ECON5001,Economic Development in Theory and Practice,6
ECON5002,Agriculture and Economic Development,6
ECON5003,Microeconomic Theory for Agricultural and Environmental Economics,6
ECON5004,Microeconometric Models for Agricultural and Environmental Economics,6
ECON5005,Production Economics and Efficiency Analysis,6
ECON5006,Topics in Agricultural Economics,6
ECON5007,Research Project Part 1,6
ECON5008,Research Project Part 2,6
ECON5410,Valuing Environmental and Natural Resources,6
ECON5502,International Finance and Markets,6
ECON5503,Economic Management and Strategy,6
ECON5504,Global Energy and Mineral Markets,6
ECON5506,The Economics of Financial Markets,6
ECON5508,Advanced Macroeconomic Theory,6
ECON5509,Advanced Microeceonomic Theory,6
ECON5510,Consumer Behaviour and Demand Analysis,6
ECON5511,"Climate, Energy and Water Economics",6
ECON5513,Applied Advanced Econometrics,6
ECON5514,Economic Research and Evaluation Methods,6
ECON5515,Economic Growth and Institutions,6
ECON5516,The Economics of Public Policy,6
ECON5517,Public Finance,6
ECON5518,Economics of Global Health and Policy,6
ECON5519,Public Economics,6
ECON5520,Text-to-Data Applications and Novel Data Sources,6
ECON5521,Economic Policy and Communication,6
ECON5540,Economic Analysis and Policy,6
ECON5541,Economics for Business: Applications and Policy,6
ECON5570,Health Analytics,6
ECON5580,Running Randomised Experiments,6
ECON5881,Master's Dissertation (Economics) Part 1,6
ECON5882,Master's Dissertation (Economics) Part 2,6
ECON5883,Master's Dissertation (Economics) Part 3,6
ECON5884,Master's Dissertation (Economics) Part 4,6
ECON5903,Managerial Economics,6
ECOX0101,Introduction to Economics,6
ECOX1101,Microeconomics: Prices and Markets,6
ECOX1102,Macroeconomics: Money and Finance,6
EDUC1000,National Literacy and Numeracy Test LANTITE,0
EDUC1011,Understanding Learners and Learning,6
EDUC1012,Teaching Mathematics in the Early Years of School,6
EDUC1013,Teaching English in the Early Years of School,6
EDUC1014,Introduction to Professional Experience,6
EDUC1015,Assessment Principles and Practices,6
EDUC1016,Teaching the Humanities and Social Sciences in Primary School,6
EDUC1017,Teaching Early Years Science,6
EDUC1018,Professional Experience 1: Environment and Relationships,6
EDUC1102,Learning Effectively: Improving Your Learning and Teaching,6
EDUC1104,A World of Mobile Learning,6
EDUC2011,Teaching English in the Middle and Upper Primary Years,6
EDUC2012,Teaching the Arts in Primary School,6
EDUC2013,Perspectives in Aboriginal Education for Primary Schools,6
EDUC2014,Professional Experience 2: Planning for Effective Teaching and Learning,6
EDUC2015,Teaching HASS and Science: inquiry and integration,6
EDUC2016,Primary Mathematics Learning Years 3-6,6
EDUC2017,Texts and Literature in Primary School English,6
EDUC2018,Health and Physical Education in Primary Schools,6
EDUC2205,International Learning for the Professions,6
EDUC2206,Education for a Global Knowledge Society,6
EDUC2209,Observation Professional Practice,0
EDUC3011,"Diversity, Inclusion and Differentiation",6
EDUC3012,Teaching Primary School Science,6
EDUC3013,Data-Informed Practice in the Primary English Classroom,6
EDUC3014,Technologies for the Primary classroom,6
EDUC3016,Data-informed Practice in the Primary Mathematics Classroom,6
EDUC3018,Professional Experience 3: Planning in Response to Student Diversity,6
EDUC3025,Teaching Children for Whom English is a Second or Additional Language or Dialect,6
EDUC3027,Teaching English to Children with Diverse Needs in the Primary School,6
EDUC3045,"Technologies for Children: Digital Systems, Implementation and Assessment (Primary Specialisation 1)",6
EDUC3047,"Technologies for Children: Design, Innovation and Enterprise (Primary Specialisation 2)",6
EDUC3055,Advanced science pedagogy for primary school,6
EDUC4011,The Profession-Ready Teacher,6
EDUC4012,Teaching Performance Assessment,6
EDUC4013,Professional Experience 4: Final Placement,12
EDUC4014,Honours Project,24
EDUC5000,National Literacy and Numeracy Test,0
EDUC5010,Assessing and Interpreting Child and Adolescent Mental Health and Wellbeing,6
EDUC5011,Promoting Child and Adolescent Positive Mental Health and Wellbeing,6
EDUC5012,Promoting Positive Mental Health and Wellbeing: Translating Theory into Practice,6
EDUC5111,Foundations of Tertiary Teaching,6
EDUC5112,Teaching Performance Assessment (TPA),6
EDUC5410,General Capabilities Across the Curriculum,6
EDUC5415,Educational Leadership and Management,6
EDUC5429,Perspectives in Aboriginal Education,6
EDUC5460,English Curriculum I,6
EDUC5461,Languages Education Curriculum I,6
EDUC5462,Mathematics Curriculum I,6
EDUC5465,Science Curriculum I,6
EDUC5466,Humanities and Social Sciences Curriculum I,6
EDUC5468,Inclusive teaching of at-risk students,6
EDUC5470,English Curriculum II,6
EDUC5471,Languages Education Curriculum II,6
EDUC5472,Mathematics Curriculum II,6
EDUC5475,Science Curriculum II,6
EDUC5476,Humanities and Social Sciences Curriculum II,6
EDUC5500,Professional Practice B,6
EDUC5501,Integrated Studies: The Humanities and Social Sciences,6
EDUC5502,Teaching Mathematics in the Early Years,6
EDUC5503,Social Interaction and the Developing Child,6
EDUC5504,Language and Literacy in the Early Years,6
EDUC5505,Teaching Mathematics in Middle and Upper Primary,6
EDUC5506,Developing and Managing the Infant and Early Childhood Learning Environment,6
EDUC5508,Integrated Studies: Science,6
EDUC5509,Interventions for Learning,6
EDUC5510,Professional Practice A,6
EDUC5511,Learning with Young Adult Fiction,6
EDUC5512,Curriculum Design for Learning,6
EDUC5513,Assessment and Feedback for Learning,6
EDUC5514,Diversity in inclusive classrooms,6
EDUC5515,Research for Learning in Years 7-12,6
EDUC5516,Teaching English in Middle and Upper Primary,6
EDUC5519,Contemporary Reforms in Education,6
EDUC5520,The Artistic and Expressive Child,6
EDUC5521,Technologies in the Curriculum,6
EDUC5531,Learning and Assessment in Years 7-12,6
EDUC5532,Technologies Curriculum I,6
EDUC5533,Technologies Curriculum II,6
EDUC5534,Primary Professional Practice,6
EDUC5535,Professional Practice A Secondary,6
EDUC5536,Professional Practice B Secondary,6
EDUC5537,Child and adolescent development and pedagogy,6
EDUC5538,Classroom Management and Student Wellbeing,6
EDUC5539,Diverse Learners in Inclusive Classrooms,6
EDUC5540,Early Reading Research and Practice,6
EDUC5541,Professional Practice,6
EDUC5542,Secondary Professional Practice,6
EDUC5549,Contemporary Pedagogies and Practices,6
EDUC5608,Integrating Pedagogy and Technology,6
EDUC5610,"Leading People, Culture and Change in Education",6
EDUC5612,Educational Leadership in Challenging Times,6
EDUC5616,International and Comparative Education,6
EDUC5618,Embedding Digital Literacies Across the Curriculum,6
EDUC5620,Master's Dissertation,12
EDUC5631,Educational Research Design,6
EDUC5633,Educational Research Analysis,6
EDUC5636,"Assessment, Data and Learning",6
EDUC5639,Childhood and Adolescent Developmental Psychopathology,6
EDUC5658,Globalising Education Policy,6
EDUC5660,Education Studies,6
EDUC5678,Improving Learning and Teaching in the Curriculum,6
EDUC5689,"Physical Development, Movement and Health",6
EDUC5708,Digital Technologies for Learning,6
EDUC5710,"Advanced Curriculum, Pedagogy and Assessment",6
EDUC5720,Master's Thesis (full-time),54
EDUC5721,Master's Thesis (part-time),54
EDUC5730,Master's Thesis (full-time),72
EDUC5740,Master's Thesis (part-time),72
EDUC9610,Theoretical Foundations of the Study of Education,6
EDUC9930,Doctoral Thesis (full-time),24
EDUC9940,Doctoral Thesis (part-time),12
EDUC9970,Doctoral Research Proposal,12
EDUC9971,Critiquing and analysing the literature,12
EDUC9972,Doctoral Research Project Design,12
EDUC9973,Research Paradigms: Doctoral Project Report,12
EDUC9985,Doctoral Thesis (full-time),96
EDUC9986,Doctoral Thesis (part-time),96
ELEC1303,Digital Systems,6
ELEC2311,Digital System Design,6
ELEC3014,Electronic Materials and Devices,6
ELEC3015,Signals and Systems,6
ELEC3016,Power and Machines,6
ELEC3020,Embedded Systems,6
ELEC3021,Circuits and Electronics,6
ELEC4401,Circuits and Electronic Systems,6
ELEC4402,Communications Systems,6
ELEC4403,Digital and Embedded Systems,6
ELEC4404,Signal Processing,6
ELEC4405,Photovoltaics and its Application to Power Systems,6
ELEC4406,Digital System Design,6
ELEC4407,Engineering Electromagnetics,6
ELEC4408,High Frequency Circuits and Systems,6
ELEC4505,Power System Analysis,6
ELEC5501,Advanced Communications,6
ELEC5502,Analogue Electronics,6
ELEC5503,Digital Microelectronics System Design,6
ELEC5504,Power Electronics,6
ELEC5506,Process Instrumentation and Control,6
ELEC5508,Semiconductor Nanoelectronics,6
ELEC5509,Grid Integration of Renewable Energy,6
ELEC5510,Design and Analysis of Smart Grids and Microgrids,6
ELEC5550,Advanced Electrical and Electronic Engineering Design,12
ELEC5551,Electrical and Electronic Engineering Design Project 1,6
ELEC5552,Electrical and Electronic Engineering Design Project 2,6
ELEX1303,Digital Systems,6
EMED5501,Research Design in Emergency Medicine,6
EMED5502,Evidence-Based Emergency Medicine,6
EMED5503,Special Topics in Emergency Medicine Research,6
EMED5504,Emergency Medicine Research Project Part I,12
EMED5505,Emergency Medicine Research Project Part II,12
EMPL1101,"Employment Relations, Work and Society",6
EMPL1206,Social Psychology of Work,6
EMPL2202,Australian Employment Relations,6
EMPL2309,Work and the Law,6
EMPL3208,Managing Diversity,6
EMPL3241,International Employment Relations,6
EMPL3270,Negotiation: Theory and Practice,6
EMPL3301,Globalisation and Work,6
EMPL4401,Special Topics in Employment Relations Seminar,6
EMPL4481,Dissertation (Employment Relations) Part 1,6
EMPL4482,Dissertation (Employment Relations) Part 2,6
EMPL4483,Dissertation (Employment Relations) Part 3,6
EMPL4484,Dissertation (Employment Relations) Part 4,6
EMPL5412,Employment Relations,6
EMPL5450,Sustainability and Employment Relations,6
EMPL5501,Strategic Workplace Relations,6
EMPL5511,Employment Relations in a Global Context,6
EMPL5514,Negotiation and Dispute Resolution,6
EMPL5555,Employee Relations Law,6
ENGL1000,Global Literatures,6
ENGL1002,Literary Classics,6
ENGL1401,Narrative in the Digital Age,6
ENGL1501,Reading Creatively/Writing Creatively,6
ENGL1902,Reading Bodies,6
ENGL2100,Writing China in Country,6
ENGL2200,Jane Austen and her Legacy,6
ENGL2208,Literary Rebels,6
ENGL2210,Cinema Classics,6
ENGL2220,"In Other Worlds: Speculative Fiction, Fantasy, and Sci Fi",6
ENGL2401,Netflicks: Cinema and Long-form Television,6
ENGL2501,Creative Writing: Theory and Practice,6
ENGL3001,Poetry and Poetics,6
ENGL3200,Writing/Environment,6
ENGL3300,Australian Literature and Cinema,6
ENGL3602,"Shakespeare: Page, Stage, Screen",6
ENGL3604,Victorian Dreams and the Technological World,6
ENGL3801,Advanced Literary Theory,6
ENGL4102,Methodologies,6
ENGL4103,Studies in Creative Writing,6
ENGL4104,Cinema and Cultural Studies,6
ENGL4105,Case Studies in Modern Literature,6
ENGL4107,Australian Literary Studies,6
ENGL4108,Special Author Studies,6
ENGX0001,Integrated Language Skills,6
ENGX0002,Engagement and Communicative Skills,6
ENGX0003,Advanced Integrated Language Skills,6
ENGX0004,Advanced Engagement and Communicative Skills,6
ENGX1001,Academic and Communication Skills for Business,6
ENGX1002,Professional and Academic Communications,6
ENGX1003,Academic and Communication Skills for Sciences,6
ENGX1004,Communicating Science,6
ENIS5000,Research Project in (Assessed in EMS),6
ENIS5001,Research Project in (Assessed in EMS),6
ENIS5002,Research Project in (Assessed in EMS),6
ENIS5003,Research Project in (Assessed in EMS),6
ENRL8531,Volcanology and Mineralisation in Volcanic Terrains [KEA708 UTAS],6
ENRL8532,Ore Deposit Models and Exploration Strategies [KEA712 UTAS],6
ENRL8533,"Ore Deposit Geochemistry, Hydrology and Geochronology [KEA709 UTAS]",6
ENRL8534,Ores in Magmatic Arcs [KEA707 UTAS],6
ENRL8535,Exploration in Brownfield Terrains [KEA710 UTAS],6
ENRL8538,Natural Resources Economics [ECON6008 Curtin],6
ENRL8541,Resource Cost and Capital 602 [ECON6021 Curtin],6
ENRL8542,Resource Sector Finance [ECON6013 Curtin],6
ENRL8544,Business and Financial Management in the Minerals Industry [EA5024 JCU],6
ENRL8549,Mineral Finance and Project Evaluation 601 [ECON6015 Curtin],0
ENRL8592,GeoData Analytics [KEA713 UTAS],6
ENSC1004,Engineering Materials,6
ENSC2003,Engineering Electrical Fundamentals,6
ENSC2004,Engineering Mechanics,6
ENSC3001,Mechanisms and Machines,6
ENSC3002,Materials and Manufacturing,6
ENSC3003,Fluid Mechanics,6
ENSC3004,Solid Mechanics,6
ENSC3005,Mass and Energy Balances,6
ENSC3006,Chemical Process Thermodynamics,6
ENSC3007,Heat and Mass Transfer,6
ENSC3008,Structural Analysis,6
ENSC3009,Geomechanics,6
ENSC3010,Hydraulics,6
ENSC3011,Fundamentals of Mining Engineering,6
ENSC3012,Data Collection and Analysis,6
ENSC3013,Environmental Systems,6
ENSC3014,Electronic Materials and Devices,6
ENSC3015,Signals and Systems,6
ENSC3016,Power and Machines,6
ENSC3018,Process Synthesis and Design,6
ENSC3019,Unit Operations and Unit Processes,6
ENSC3020,Digital Embedded Systems,6
ENSC3021,Circuits and Electronics,6
ENSC3023,Biomedical Engineering,6
ENSC3024,Engineering Thermodynamics,6
ENSX1004,Engineering Materials,6
ENVE2013,Coastal Engineering Processes,6
ENVE2606,Grand Challenges in Environmental Engineering,6
ENVE2607,Modelling in Environmental Engineering,6
ENVE3402,Engineering Hydrology,6
ENVE3403,Flow and Turbulence in Environmental Systems,6
ENVE3405,Ecological Engineering and Nature-based Solutions,6
ENVE3608,Environmental Monitoring and Analysis,6
ENVE3609,Designing as an Environmental Engineer,6
ENVE4401,Contaminant Fate and Transport,6
ENVE4402,Engineering Hydrology,6
ENVE4403,"Fluid Transport, Mixing and Dispersion",6
ENVE4405,Ecological Engineering and Nature-based Solutions,6
ENVE4601,Advanced Environmental Modelling,6
ENVE5502,Water and Wastewater Engineering,6
ENVE5551,Environmental Engineering Design Solutions Part 1,6
ENVE5552,Environmental Engineering Design Solutions Part 2,6
ENVT1104,Environmental Science and Technology,6
ENVT2220,The Climate System,6
ENVT2221,Global Climate Change and Biodiversity,6
ENVT2222,Environmental and Human Health,6
ENVT2236,Soil Science,6
ENVT2250,Ecology,6
ENVT2251,Hydrology and Water Resource Management,6
ENVT3060,Soil–Plant Interactions,6
ENVT3306,Coastal Conservation and Management,6
ENVT3307,Oceanography,6
ENVT3337,International Fieldwork Project,6
ENVT3338,Land Capability Assessment,6
ENVT3339,Land Rehabilitation,6
ENVT3361,Environmental Assessment,6
ENVT3362,Environmental Dynamics,6
ENVT3363,Ecological Processes,6
ENVT4401,Advanced Land Use and Management,6
ENVT4402,Analysis for Environmental Management,6
ENVT4406,Catchment and River Processes,6
ENVT4408,GIS Programming,6
ENVT4409,Remote Sensing of the Environment,6
ENVT4411,Geographic Information Systems Applications,6
ENVT4413,Marine Ecosystems,6
ENVT4421,Fundamentals of Environmental Management,6
ENVT4422,Research Methods in Agricultural and Environmental Science,6
ENVT4461,Assessing Environmental Quality,6
ENVT4520,GIS and Remote Sensing in a Changing World,6
ENVT5001,Biotechnology in the Natural Environment,6
ENVT5004,Decoding and Recoding for Environmental Biotechnology,6
ENVT5005,Waste and the Circular Economy,6
ENVT5310,Biodiversity on Country,6
ENVT5502,Marine and Coastal Planning and Management,6
ENVT5503,Remediation of Soils and Groundwater,6
ENVT5509,Global Ecological Challenges,6
ENVT5512,Ecosystem Biogeochemistry,6
ENVT5513,Decision Strategies for Biodiversity Conservation,6
ENVT5514,Environmental Biosensing Agents and Assays,6
ENVT5515,Environmental Management in Mining,6
ENVT5516,Environmental Monitoring and Sensors,6
ENVT5517,Ecological Rehabilitation,6
ENVT5518,The Sustainable Development Goals,6
ENVT5561,GIS and Spatial Analysis: Multifunctional Landscapes,6
ENVT5562,GIS and Spatial Analysis: Coastal Resilience,6
ENVT5563,GIS and Spatial Analysis: Waterway Restoration,6
ENVT5564,GIS and Spatial Analysis: Contaminated Sites,6
ENVT5565,GIS and Spatial Analysis: Sensor Networks,6
ENVT5566,Advanced Spatial and Environmental Modelling,6
ENVT5575,Aquaculture and the Blue Economy,6
ENVT5576,Aquatic Ecology,6
ENVT5580,Ecotourism Research Project Part 1,6
ENVT5581,Ecotourism Research Project Part 2,6
ENVT5582,Ecotourism Research Project Part 3,6
ENVT5583,Ecotourism Research Project Part 4,6
ENVT5600,"Topics in Agriculture, Environment and Biotechnology",6
EURO4002,Advanced Language Skills,6
EURO4003,Advanced Cultural Studies,6
EURO4004,Advanced Writing Skills,6
EURO4101,Advanced Research Skills,6
EXCH0913,Exchange Special Unit (Foreign Languages),24
FINA1109,Managing Your Personal Finance,6
FINA1221,Introduction to Finance,6
FINA2204,Derivative Products and Markets,6
FINA2205,Practical Finance Analytics,6
FINA2207,Business Analysis and Valuation,6
FINA2209,Financial Planning,6
FINA2222,Corporate Financial Policy,6
FINA3304,Banking: Theory and Practice,6
FINA3306,Derivative Strategies and Pricing,6
FINA3307,Trading in Securities Markets,6
FINA3324,Investment Analysis,6
FINA3326,Applied Financial Management,6
FINA3333,Student Managed Enterprise Investment Fund,6
FINA4481,Advanced Investments,6
FINA4482,Advanced Corporate Finance,6
FINA4486,Dissertation (Finance) Part 1,6
FINA4487,Dissertation (Finance) Part 2,6
FINA4488,Dissertation (Finance) Part 3,6
FINA4489,Dissertation (Finance) Part 4,6
FINA4491,Capital Markets Research,6
FINA4590,Research Methods in Accounting and Finance,6
FINA5510,Digital Finance I,6
FINA5520,Risk Management and Financial Instruments,6
FINA5521,Quantitative Methods in Finance,6
FINA5523,Financial Statement Analysis and Business Valuation,6
FINA5524,Trading and Markets,6
FINA5525,Case Studies in Finance,6
FINA5526,Funds Management ,6
FINA5527,Venture Capital,6
FINA5529,Topics in Finance 1,6
FINA5530,Managerial Finance,6
FINA5531,Fixed Income Securities,6
FINA5533,Finance Essentials,6
FINA5555,Student Managed Enterprise Investment Fund (Advanced),6
FINA5557,Sustainable Finance and Sustainability Reporting,6
FINA5590,Blockchain and Technologies for Digital Finance,6
FINA5601,Valuation and Risk Analysis for Resource Companies,6
FINA5602,Strategic Corporate Finance,6
