Code,Title,CreditPoints
FINA5603,Mergers and Acquisitions,6
FINA5631,International Financial Analysis,6
FINA5632,Investments,6
FINA5635,Corporate Finance,6
FINA5888,Consumer Financial Services and Products,6
FINA5930,Introduction to Managerial Finance,6
FINX1221,Introduction to Finance,6
FNSC2200,Mysteries of Forensic Science,6
FNSC4497,Bio-Archaeology Fieldschool,6
FNSC5515,Molecular Osteology,6
FNSC5516,Forensic Odontology and Introductory Osteology,6
FNSC5611,Ethics and Research Methods in Forensic Science,6
FNSC5612,Forensic Anthropology I—Introductory Theory and Method,6
FNSC5614,Forensic Archaeology—Theory and Method,6
FNSC5615,Medicolegal Death Investigation,6
FNSC5622,Scientific Expert Testimony,6
FNSC5626,Forensic Anthropology II—Advanced Theory and Method,6
FNSC5627,Forensic Anthropology Professional Project Part 1,12
FNSC5628,Forensic Anthropology Professional Project Part 2,12
FNSC5649,Forensic Anthropology Dissertation Part 1,12
FNSC5650,Forensic Anthropology Dissertation Part 2,12
FNSC9644,Forensic Science Thesis (Anthropology) (full-time),48
FREN1401,French Beginners 1,6
FREN1402,French Beginners 2,6
FREN1403,French Studies 3,6
FREN1404,French Studies 4,6
FREN1405,French Studies 5,6
FREN1406,French Studies 6,6
FREN2001,Literary France,6
FREN2300,Language and Culture in French Polynesia,6
FREN2403,French Studies 3,6
FREN2404,French Studies 4,6
FREN2405,French Studies 5,6
FREN2406,French Studies 6,6
FREN2407,French Studies 7,6
FREN2408,French Studies 8,6
FREN2812,French Cinema,6
FREN3300,Language and Culture in French Polynesia,6
FREN3405,French Studies 5,6
FREN3406,French Studies 6,6
FREN3407,French Studies 7,6
FREN3408,French Studies 8,6
FREN3409,French Studies 9,6
FREN3813,Contemporary French Culture,6
FREN3814,Francophone Caribbean Literature,6
FREN4300,Language and Culture in French Polynesia,6
GCRL1000,"Global Challenges, Research and Leadership",6
GCRL2000,BPhil Research Placement,0
GCRL3000,BPhil Research Project,6
GEND1901,Beyond 'Gender Wars',6
GEND2902,"Masculinity, Nostalgia and Change",6
GEND2903,"Sex, Gender, Technology and Science",6
GEND3901,Feminist Thought,6
GEND3904,Queer Theory,6
GEND4103,Practising Interdisciplinary Scholarship,6
GEND4140,Dissertation (Gender Studies) Part 1,12
GEND4141,Dissertation (Gender Studies) Part 2,12
GENE2230,Molecular Genetics I,6
GENE2250,Principles of Inheritance,6
GENE3340,Molecular Genetics II,6
GENE3350,Evolution and Development,6
GENE3370,Genomics,6
GENE3380,Genetic Origins of Health and Disease,6
GENE4001,Advanced Studies in Genetics and Genomics ,6
GENE4002,Integrated Topics in Genetics I,6
GENE4003,Integrated Topics in Genetics II,6
GENE5001,Advanced Genomics Techniques,6
GENG1000,Engineering Practice 1,0
GENG1010,Introduction to Engineering,6
GENG1014,Earth Systems Engineering,6
GENG1101,Engineering Drawings,6
GENG2000,Engineering Practice 2,0
GENG2003,Fluid Mechanics,6
GENG2004,Solid Mechanics,6
GENG2007,ERDi Testlab for Industry,6
GENG2009,Principles of Geomechanics,6
GENG2010,Principles of Hydraulics,6
GENG2012,Data Collection and Analysis,6
GENG3000,Engineering Practice 3,0
GENG3402,Control Engineering,6
GENG3405,Numerical Methods and Modelling,6
GENG4402,Control Engineering,6
GENG4403,Extractive Metallurgy,6
GENG4405,Numerical Methods and Modelling,6
GENG4407,Advanced Engineering Mathematics,6
GENG4410,Fossil to Future – The Transition,6
GENG4411,Engineering Research Project Part 1,6
GENG4412,Engineering Research Project Part 2,6
GENG4511,Engineering Research Project,6
GENG5010,Professional Engineering Portfolio,0
GENG5011,Engineering Honours Research Project Part 1,12
GENG5012,Engineering Honours Research Project Part 2,12
GENG5501,Coastal and Offshore Engineering,6
GENG5502,Environmental Geotechnics,6
GENG5503,Modern Control Systems,6
GENG5504,Petroleum Engineering,6
GENG5505,Project Management and Engineering Practice,6
GENG5506,Renewable Energy,6
GENG5507,"Risk, Reliability and Safety",6
GENG5511,MPE Engineering Research Project Part 1,6
GENG5512,MPE Engineering Research Project Part 2,6
GENG5514,Finite Element Method,6
GENG5516,Energy Storage Systems,6
GENG5517,Renewable Energy Case Studies,6
GENG5521,Renewable Energy Research Project Part 1,6
GENG5522,Renewable Energy Research Project Part 2,6
GENG5803,Investment Management for Field Development,6
GENX1010,Introduction to Engineering,6
GENX1014,Earth Systems Engineering,6
GENX1101,Engineering Drawings,6
GEOG1103,Urbanisation and Sustainability,6
GEOG1104,Disasters!,6
GEOG1106,Climate Change: Environment and Society,6
GEOG1107,Human Inequality in the Anthropocene,6
GEOG2201,Geographic Information Systems,6
GEOG2202,Reading Landscapes: People and Processes,6
GEOG2203,Regions in Transition,6
GEOG2204,International Field Work in Geography,6
GEOG2206,Population Change: Debates and Controversies,6
GEOG3300,Advanced Spatial Analysis,6
GEOG3301,Advanced GIS and Remote Sensing,6
GEOG3303,Environmental Policy and Planning,6
GEOG3304,Environmental Change,6
GEOG3305,Urban Planning and Design,6
GEOG3308,Climate Change: Policy and Practice,6
GEOG3310,Fieldwork in Environmental Geography and Planning,6
GEOG3311,Geographies of Economic Development,6
GEOG3312,"Migrants, Refugees and Borders",6
GEOG4001,Migration and Development,6
GEOG4003,Fundamentals of Planning,6
GEOG5002,Development Practice,6
GEOG5004,Place-based and Participatory Development,6
GEOG5006,Protected Area Management and Conservation,6
GEOG5011,"Dissertation (Geography, Planning, Environment and Development) Part 1",6
GEOG5012,"Dissertation (Geography, Planning, Environment and Development) Part 2",6
GEOG5013,"Dissertation (Geography, Planning, Environment and Development) Part 3",6
GEOG5014,"Master's Research Project in Geography, Environment and Planning Part 4",6
GEOG5411,Regional Development in the Global Context,6
GEOG5502,"Conservation, Development and Sustainability",6
GEOP4001,Exploration Seismology,6
GEOP4002,Near-Surface and Environmental Geophysics,6
GEOP4011,Honours Research Project in Geophysics Part 1,6
GEOP4012,Honours Research Project in Geophysics Part 2,6
GEOP4013,Honours Research Project in Geophysics Part 3,6
GEOP4014,Honours Research Project in Geophysics Part 4,6
GEOS4011,Honours Research Project in Geology Part 1,6
GEOS4012,Honours Research Project in Geology Part 2,6
GEOS4013,Honours Research Project in Geology Part 3,6
GEOS4014,Honours Research Project in Earth Science Part 4,6
GEOS4015,Honours Research Project in Hydrogeology Part 1,6
GEOS4016,Honours Research Project in Hydrogeology Part 2,6
GEOS4017,Honours Research Project in Hydrogeology Part 3,6
GEOS4018,Honours Research Project in Hydrogeology Part 4,6
GEOS4401,Hydrogeological Systems,6
GEOS4403,Introduction to Basin Analysis,6
GEOS4410,Tectonics of Australia in the Indo-Pacific,6
GEOS4411,Mineralising Systems,6
GEOS4412,Petroleum Systems and Subsurface Characterisation,6
GEOS4413,Climate Geoscience,6
GEOS4417,Structural Geology for Exploration,6
GEOS4418,Basin Analysis Techniques,6
GEOS4419,Biostratigraphy,6
GEOS4499,Water in a Changing Climate,6
GEOS5011,Masters Research Project in Geoscience Part 1,6
GEOS5012,Masters Research Project in Geoscience Part 2,6
GEOS5013,Masters Research Project in Geoscience Part 3,6
GEOS5014,Masters Research Project in Geoscience Part 4,6
GEOS5015,Masters Research Project in Hydrogeology Part 1,6
GEOS5016,Masters Research Project in Hydrogeology Part 2,6
GEOS5017,Masters Research Project in Hydrogeology Part 3,6
GEOS5018,Masters Research Project in Hydrogeology Part 4,6
GEOS5023,Hydrogeology Field Excursion,6
GEOS5501,Groundwater Flow Modelling,6
GEOS5502,Hydrogeology Industry Placement,6
GEOS5503,Advanced Energy Geoscience for a Low Carbon Future,6
GEOS5504,Mining Hydrogeology,6
GEOS5505,Multiscale Tectonic Systems,6
GEOS5506,Structural Analysis for Energy Geoscience,6
GEOS5507,Analytical Techniques for the Geosciences,6
GEOS5508,Isotopes to Petrogenesis,6
GEOS5509,Sedimentary Basin Field Excursion,6
GEOS5510,Applied Palynology,6
GEOS5511,Groundwater Hydrochemistry,6
GEOS5512,Critical Metal Resources,6
GEOS5513,Geophysical Exploration for Mineral Systems,6
GEOS5514,Marine Geoscience,6
GEOS5515,Coastal Dynamics,6
GEOS5596,Geoscience Internship,6
GEOX0104,Disasters!,6
GMED4101,Global Medicine,12
GMED4102,Foundations of Medical Science,6
GMED4103,Primary Care 1,6
GMED4201,Integrated Medicine 1,24
GMED4202,Primary Care 2,0
GMED5220,Medical Practice 1,24
GMED5301,Integrated Medicine 2,24
GMED5302,Primary Care 3,6
GMED5401,Integrated Medicine 3,12
GMED5402,Primary Care 4,6
GMED5403,Preparation for Medical Practice,6
GMED5601,Medical Practice 2,18
GMED5602,Scholarly Activity,6
GMED5701,Medical Practice 3,18
GMED5702,Scholarly Activity 2,6
GMED5801,Medical Practice 4,12
GMED5802,Scholarly Activity 3,6
GRMN1401,German Beginners 1,6
GRMN1402,German Beginners 2,6
GRMN1403,German Studies 3,6
GRMN1404,German Studies 4,6
GRMN1405,German Studies 5,6
GRMN1406,German Studies 6,6
GRMN2002,German Studies 3B,6
GRMN2403,German Studies 3,6
GRMN2404,German Studies 4,6
GRMN2405,German Studies 5,6
GRMN2406,German Studies 6,6
GRMN2407,German Studies 7,6
GRMN2408,German Studies 8,6
GRMN2409,German Studies 9,6
GRMN2410,German Studies 10,6
GRMN2801,Stuttgart Program,12
GRMN2812,German Studies 12,6
GRMN2814,Australian-Japanese-German Traditions and Practices,6
GRMN3405,German Studies 5,6
GRMN3406,German Studies 6,6
GRMN3407,German Studies 7,6
GRMN3408,German Studies 8,6
GRMN3409,German Studies 9,6
GRMN3410,German Studies 10,6
GRMN3802,Stuttgart Program,12
GRMN3813,German Studies 13,6
GRMN3814,Australian-Japanese-German Traditions and Practices,6
GRMN4814,Australian-Japanese-German Traditions and Practices,6
HART1000,Great Moments in Art,6
HART1003,Ways of Seeing: Themes and Theories in Art,6
HART2001,Curating First Nations Art,6
HART2020,Digital Approaches to Art History and Curation,6
HART2040,The Lives and Deaths of Objects,6
HART2041,The Art of Photography,6
HART2042,Living Paris: Experiencing and Representing the Modern City,6
HART2043,Zen Gardens to Manga Mania: A Survey of Japanese Art,6
HART2044,Contemporary Art and Tradition in China,6
HART2045,Making the Modern Body: Art and the Human Form,6
HART2201,Art and Urban Experience,6
HART2202,Art and Social Justice,6
HART2203,(Inter)national History of Art Study Tour,6
HART2207,Caravaggio and the Baroque,6
HART2222,Contemporary Art,6
HART2223,Modernism and the Visual Arts,6
HART2234,Film Noir to the New Wave,6
HART2237,Nineteenth-Century British Art,6
HART2243,Imagist Avant-Garde Film,6
HART2274,Introduction to Museum and Curatorial Studies,6
HART2275,Italian Renaissance Art Now,6
HART2276,Prints from Dürer to Toulouse-Lautrec,6
HART2283,Rome,6
HART2370,Global Art Histories,6
HART3001,Curating First Nations Art,6
HART3030,Advanced Professional Skills in Curation,6
HART3040,Breaking Art,6
HART3042,Living Paris: Experiencing and Representing the Modern City,6
HART3044,Contemporary Art and Tradition in China,6
HART3203,(Inter)national History of Art Study Tour,6
HART3204,Curatorial Studies Internship,6
HART3276,Prints from Dürer to Toulouse-Lautrec,6
HART3282,Rome,6
HART3301,Manet and the French Avant-Garde,6
HART3302,Michelangelo,6
HART3310,Art and Games: from Dada to Data,6
HART3330,Art Writing,6
HART3331,Visual Culture and Art in America: 1900–2000,6
HART3332,"Art Object Lab: Materiality, Meaning, and Display",6
HART3333,Picturing the Self: Portraiture in Nineteenth-century Europe,6
HART3340,Materialist Avant-Garde Film,6
HART3361,The Dutch Golden Age and the Art of Exploration,6
HART3371,The Northern Renaissance,6
HART3375,Twenty-first Century Art,6
HART3666,Australian and Aboriginal Art,6
HART4001,History of Art Professional Placement,6
HART4401,New Trends in Contemporary Art History and Theory,6
HART4402,Studies in Art History 1,6
HART4403,Studies in Art History 2,6
HART4404,Dissertation Part 1,12
HART4405,Dissertation Part 2,12
HART4406,The History of Art History,6
HART4407,Techniques of Scholarship,6
HART4408,Objects in Motion in the Early Modern World,6
HART4409,"Displaying Bodies:  Art, Medicine and the Human Form",6
HARX0000,Great Moments in Art,6
HERI5108,Heritage Dissertation (or approved equivalent) Part 1,12
HERI5110,Heritage Dissertation (or approved equivalent) Part 2,12
HIST1001,Clash of Empires,6
HIST1003,"Love, Belief, and Death in Europe, 800-1800",6
HIST1103,Europe to Hell and Back 1890-1945,6
HIST1104,The History of Human Rights,6
HIST1901,Environmental History,6
HIST2005,"Hitler, the Holocaust and the Historians",6
HIST2006,Imperial America—1845 to Present,6
HIST2007,Thinking History: The Future of the Past,6
HIST2008,White Supremacy,6
HIST2011,Britain and Ireland: The Making and Breaking,6
HIST2013,Medieval and Early Modern Women,6
HIST2014,The City in History,6
HIST2015,Looking for Australia: From the Deep Past to Federation,6
HIST2016,"When Empire Strikes:  Imperial Expansion, Resistance, and Rights from Europe to Australasia",6
HIST2017,"The History of Sport: Belonging and Identity, Protest and Celebrity",6
HIST2021,Who Do We Think We Are? Doing Family History,6
HIST2202,Civilisation and Barbarism in European Culture,6
HIST2215,Australian Underbelly: A Criminal History,6
HIST2224,American Outlaws: Crime and Punishment in the United States,6
HIST2345,"Renaissance, Reformation, Revolt: Europe 1450–1650",6
HIST2917,Russia and the Soviet Union 1900-2000,6
HIST3001,History in 4D,6
HIST3004,Twentieth-century Britain,6
HIST3005,African American History:  Freedom Struggles from Plantation to Prison and Beyond,6
HIST3007,Crime and Punishment in Britain 1600–1900,6
HIST3008,From Sudan to Saddam: Australia's Foreign Wars,6
HIST3010,Introduction to African History,6
HIST3012,"Rights, Rule and Power: From Magna Carta to the French Revolution",6
HIST3014,Intimate Strangers: Journeys in Indigenous Australian History,6
HIST3017,"Mysticism, Melancholy and Madness",6
HIST3302,Imagining the Nation in European Cultural History,6
HIST3334,American Outlaws: Crime and Violence in American Life,6
HIST3456,History of Christianity,6
HIST4101,Historiography,6
HIST4102,Themes in History and Historiography,6
HIST4103,Topics in Australian History,6
HIST4104,Topics in Global History,6
HIST4105,Topics in Medieval and Early Modern European History,6
HIST4106,Topics in Modern European History,6
HLTH5512,HDR Prelim Dissertation in Health Science Part 1,12
HLTH5524,HDR Prelim Dissertation in Health Science Part 2,12
HLTH5536,HDR Prelim Dissertation in Health Science Part 3,12
HLTH5548,HDR Prelim Dissertation in Health Science Part 4,12
HMSC1000,Waking Up to Sleep,6
HMSC5004,Research Methods in Human Sciences,6
HMSC5005,Data Analysis in Human Sciences,6
HRMT2237,Human Resource Management,6
HRMT3344,Staffing Organisations,6
HRMT3345,"Managing Jobs, Performance and Wellbeing",6
HRMT4401,Special Topics in Human Resource Management Seminar,6
HRMT4485,Dissertation (Human Resource Management) Part 1,6
HRMT4486,Dissertation (Human Resource Management) Part 2,6
HRMT4487,Dissertation (Human Resource Management) Part 3,6
HRMT4488,Dissertation (Human Resource Management) Part 4,6
HRMT5501,Diversity and Inclusion,6
HRMT5502,People Analytics,6
HRMT5504,Introduction to Human Resource Management,6
HRMT5518,Strategic Human Resource Management,6
HRMT5530,Career Development and Employability,6
HRMT5531,Work-Based Learning Project,6
HRMT5902,People Analytics and Insights,6
HUMA2001,Environmental Humanities,6
HUMA2002,Thinking Ecologically,6
HUMA4001,"Feeling the Past: Emotions in History, 1100–1800",6
HUMA4108,Special unit: Special Author Studies,6
HUMA4140,Humanities Dissertation 1,12
HUMA4141,Humanities Dissertation 2,12
HUMR1001,Human Rights in Global Perspective,6
HUMR2001,Global and Environmental Justice,6
HUMR3001,Human Rights: Research and Practice,6
IDES2000,Integrated Design Studio 2—Making,6
IDES2001,Design Communication,6
IDES2040,Future Making,6
IDES3000,Integrated Design Studio 3--Complex,12
IMED1001,Form and Function,6
IMED1002,The Facts of Life,6
IMED1003,Cell Survival and Communication,6
IMED1004,Health and Society,6
IMED1108,Issues in Women's Health Across the Lifespan,6
IMED2001,Body Defences,6
IMED2002,Blood and Drugs,6
IMED2003,Medical Sciences Research Methodologies,6
IMED2004,Human Development and Genetics,6
IMED2200,Mental Wellbeing for Today's World,6
IMED2208,Issues in Women's Reproductive Health,6
IMED3010,Human Body Systems 1,6
IMED3020,Human Body Systems 2,6
IMED3111,Integrated Medical Systems 1,24
IMED3112,Integrated Medical Systems 2,24
IMED3301,Issues in Women's Health Research,6
IMED3998,Integrated Medical Systems 1,0
IMED3999,Integrated Medical Systems 2,0
IMED4113,Integrated Medical Systems 3,24
IMED4220,Integrated Medical Practice 1 Part A,24
IMED4222,Integrated Medical Practice 1 Part B,24
IMED4443,Integrated Medical Sciences 1,24
IMED4444,Integrated Medical Sciences 2,24
IMED5311,Integrated Medical Practice 2 Part A,18
IMED5312,Integrated Medical Practice 2 Part B,18
IMED5411,Integrated Medical Practice 3 Part 1,18
IMED5412,Integrated Medical Practice 3 Part 2,12
IMED5413,Urban Elective Placement,0
IMED5414,Rural Elective Placement,0
IMED5415,International Elective Placement,0
IMED5417,Elective Remediation Unit,0
IMED5421,Preparation for Internship,12
IMED5801,Principles of Teaching and Learning,6
IMED5802,Principles of Assessment and Evaluation,6
IMED5803,Introduction to Research in Health Professions Education,6
IMED5804,Clinical Teaching and Supervision,6
IMED5805,Innovation and Contemporary Issues in Health Professions Education,6
IMED5806,Simulation and Interprofessional Learning in Health Professions Education,6
IMED5810,Program Evaluation,6
IMED5811,Professional Portfolio,6
IMED5812,Dissertation (full-time),24
IMED5813,Health Humanities: Education and Research,6
IMED5814,Dissertation (part-time),24
IMED5816,Thesis Research (full-time),48
IMED5818,Thesis Research (part-time),48
IMED5831,Advanced Simulation in Health Professional Education,6
IMED5832,Interprofessional Education,6
IMED5835,Thesis Research in Health Professions Education (Full-time),72
IMED5836,Thesis Research in Health Professions Education (Part-time),72
INDG1000,Indigenous Studies Essentials,0
INDG1120,Legal Studies Professional Practicum 1,12
INDG1150,Aboriginal Encounters: Strangers in our Backyard,6
INDG1160,Boodjar Moort Katitjin: Introduction to Indigenous Heritage and Knowledge,6
INDG1800,Indigenous Ways of Knowing 1 (Introductory),6
INDG2300,"Indigenous Knowledge: Mind, Body and Spirit",6
INDG2500,Moving North: Colonisation and Resistance in Western Australia,6
INDG2600,Indigenous Representation,6
INDG2700,Knowing Country: The Dreaming and Darwin,6
INDG2800,Indigenous Ways of Knowing 2 (Intermediate),6
INDG3300,Indigenous Research,6
INDG3400,Indigenous People and Global Issues,6
INDG3800,Indigenous Ways of Knowing 3 (Advanced),6
INDG4000,"Special unit: Indigenous Knowledge: Mind, Body and Spirit",6
INDO1001,Indonesian 3A,6
INDO1401,Indonesian 1,6
INDO1402,Indonesian 2,6
INDO1403,Indonesian 3,6
INDO1404,Indonesian 4,6
INDO1405,Indonesian 5,6
INDO1406,Indonesian 6,6
INDO2001,Indonesian 3A,6
INDO2403,Indonesian 3,6
INDO2404,Indonesian 4,6
INDO2405,Indonesian 5,6
INDO2406,Indonesian 6,6
INDO2407,Indonesian 7,6
INDO2408,Indonesian 8,6
INDO2801,Indonesian In-country 5,24
INDO2802,Indonesian Field Study,12
INDO3405,Indonesian 5,6
INDO3406,Indonesian 6,6
INDO3407,Indonesian 7,6
INDO3408,Indonesian 8,6
INDO3802,Indonesian In-country 6,24
INMT2232,Project Management,6
INMT5501,Enterprise Information Systems,6
INMT5503,Logistics and Supply Chain Management,6
INMT5504,Business Process Management,6
INMT5507,Information Management and Logistics Capstone Projects,6
INMT5518,Supply Chain Analytics,6
INMT5526,Business Intelligence,6
INMT5527,Process Mining and Analytics,6
INMT5620,Management of Information Systems for Digital Transformation,6
INMX0103,"Information, Technology and Systems",6
INTG2888,Wild Card–Interdisciplinary Approaches to Real World Problems,6
IREL1001,The International Politics of Climate Change,6
IREL2001,Foundations of Foreign Policy,6
IREL3002,The Politics of Human Rights,6
ITAL1401,Italian Studies 1,6
ITAL1402,Italian Studies 2,6
ITAL1403,Italian Studies 3,6
ITAL1404,Italian Studies 4,6
ITAL1405,Italian Studies 5,6
ITAL1406,Italian Studies 6,6
ITAL2403,Italian Studies 3,6
ITAL2404,Italian Studies 4,6
ITAL2405,Italian Studies 5,6
ITAL2406,Italian Studies 6,6
ITAL2407,Italian Studies 7,6
ITAL2408,Italian Studies 8,6
ITAL2811,Italian Culture in Word and Image: from the Middle Ages to the Risorgimento,6
ITAL2812,The Shape of Italian: Communicating Between Worlds,6
ITAL3405,Italian Studies 5,6
ITAL3406,Italian Studies 6,6
ITAL3407,Italian Studies 7,6
ITAL3408,Italian Studies 8,6
ITAL3409,Italian Studies 9,6
ITAL3410,Italian Studies 10,6
ITAL3815,Linguistic History of Italy,6
ITAL3816,Dante's Divine Comedy: a medieval masterpiece for the modern world,6
ITAL3817,Modern Italy in Film,6
JAPN1001,Japanese 3A,6
JAPN1401,Japanese 1,6
JAPN1402,Japanese 2,6
JAPN1403,Japanese 3,6
JAPN1404,Japanese 4,6
JAPN1405,Japanese 5,6
JAPN1406,Japanese 6,6
JAPN2001,Japanese 3A,6
JAPN2403,Japanese 3,6
JAPN2404,Japanese 4,6
JAPN2405,Japanese 5,6
JAPN2406,Japanese 6,6
JAPN2407,Japanese 7,6
JAPN2408,Japanese 8,6
JAPN3405,Japanese 5,6
JAPN3406,Japanese 6,6
JAPN3407,Japanese 7,6
JAPN3408,Japanese 8,6
KORE1401,Korean 1,6
KORE1402,Korean 2,6
KORE1403,Korean 3,6
KORE1404,Korean 4,6
KORE1405,Korean 5,6
KORE1406,Korean 6,6
KORE2403,Korean 3,6
KORE2404,Korean 4,6
KORE2405,Korean 5,6
KORE2406,Korean 6,6
KORE2811,Korean Culture from Koryo to K-pop,6
KORE3405,Korean 5,6
KORE3406,Korean 6,6
KORE3407,Korean 7,6
KORE3408,Korean 8,6
LACH1000,Landscape Foundation Studio,6
LACH1010,History and Theory of Landscape Architecture,6
LACH1020,The Culture of Nature,6
LACH2000,Landscape Context Studio,6
LACH2001,Landscape Dynamic Studio,6
LACH2050,Plants and Landscape Systems,6
LACH3000,Landscape Synthesis Studio,6
LACH3001,Landscape Resolutions Studio,12
LACH3003,Design through Landscape Management,6
LACH4414,Landscape Professional Documents,6
LACH4421,Australian Landscapes,6
LACH4423,Landscape and Urban Ecology,6
LACH4460,Landscape Practice,6
LACH4505,Critical Theory: 'isms and 'ologies in Landscape Architecture,6
LACH5414,Landscape Professional Documents,6
LACH5422,Design Studio—Making,12
LACH5424,Design Studio—Complexity,12
LACH5460,Landscape Professional Practice,6
LACH5503,Independent Dissertation Part 1,6
LACH5504,Independent Dissertation Part 2,12
LACH5506,Landscape Dynamics: Reconfiguring Terrains,6
LACH5510,Independent Dissertation by Design Part 1,6
LACH5511,Independent Dissertation by Design Part 2,12
LAWS1104,Introduction to Law,6
LAWS1110,Crime and Society,6
LAWS1111,"Law, Conflict and Change",6
LAWS1112,Adulting: Law for Everyday Lives,6
LAWS2201,Legal Framework of Business,6
LAWS2207,Commercial Law,6
LAWS2220,"Birth, Life and Death: Health and Medical Law",6
LAWS2223,Criminal Justice Systems,6
LAWS2224,Evolution of Human Rights,6
LAWS2225,Indigenous Peoples and the Law,6
LAWS2226,International Legal Institutions,6
LAWS2227,Law in Action,6
LAWS2230,Working with People in the Justice System I,6
LAWS2231,Transnational and Organised Crime,6
LAWS2301,Company Law,6
LAWS3212,Working with People in the Justice System 2,6
LAWS3213,Preventing Contemporary Crime Problems,6
LAWS3214,International Law and the Sustainable Development Goals (SDGs),6
LAWS3221,Creative Expression and the Law,6
LAWS3222,Taxation Law,6
LAWS3308,Business Law in Practice,6
LAWS3316,"Law, Advocacy, Activism and Change",6
LAWS3317,Social Media and the Law,6
LAWS3328,International Commercial Law,6
LAWS3330,Gender and the Law,6
LAWS3334,Law and Religion,6
LAWS3344,Law and Contemporary Social Issues,6
LAWS3374,"Crime, Justice and Public Policy",6
LAWS3379,International Investment Law,6
LAWS3384,Music and the Law,6
LAWS4001,Oceans Governance,6
LAWS4101,Foundations of Law and Lawyering,6
LAWS4102,Criminal Law,6
LAWS4103,Contract,6
LAWS4104,Property Law,6
LAWS4106,Torts,6
LAWS4107,Land Law,6
LAWS4108,Foundations of Public Law,6
LAWS4110,Legal Interpretation,6
LAWS4112,Dissertation (Criminology) Part 1,12
LAWS4113,Dissertation (Criminology) Part 2,12
LAWS4201,Dissertation (Law and Society) Part 1,12
LAWS4202,Dissertation (Law and Society) Part 2,12
LAWS4203,Dissertation (Business Law) Part 1,12
LAWS4204,Dissertation (Business Law) Part 2,12
LAWS4227,Foundations of Law and Legal Institutions,6
LAWS4260,"Intersections of Law, Policy and Governance",6
LAWS4509,Introduction to Legal Research (Part A),0
LAWS4510,Introduction to Legal Research (Part B),6
LAWS4511,Introduction to Criminological Research (Part A),0
LAWS4512,Introduction to Criminological Research (Part B),6
LAWS5100,Sustainability Law and Policy in Resource Development,6
LAWS5101,Constitutional Law,6
LAWS5102,Administrative Law,6
LAWS5103,Equity and Trusts,6
LAWS5104,Corporations Law,6
LAWS5105,Remedies,6
LAWS5107,Evidence,6
LAWS5108,Professional and Ethical Practice',6
LAWS5109,Ethical Dispute Resolution,6
LAWS5111,Corporate Governance for Resources Companies,6
LAWS5114,International Environmental Law,6
LAWS5115,Procedure,6
LAWS5117,Advanced Evidence and Proof,6
LAWS5118,Family Law,6
LAWS5128,Consumer Law,6
LAWS5132,Income Taxation Law,6
LAWS5144,Mining and Energy Law,6
LAWS5150,Intellectual Property Law,6
LAWS5152,Media Law,6
LAWS5158,Mediation Practice and Skills,6
LAWS5160,Law Review Part 1,0
LAWS5161,Law Review Part 2,6
LAWS5162,Jessup International Moot Competition,12
LAWS5165,Public International Law,6
LAWS5167,Comparative Legal Method,6
LAWS5168,Federal Jurisdiction,6
LAWS5174,Legal Internship,6
LAWS5175,Heritage Governance: from Global to Local,6
LAWS5176,Australian Financial Transactions Law and Regulation,6
LAWS5179,Law of the Sea,6
LAWS5181,Health Law and Policy,6
LAWS5182,Aboriginal and Torres Strait Islander Peoples and the Law,6
LAWS5183,Environmental Law,6
LAWS5184,Co-operative Education for Enterprise Development (CEED),6
LAWS5187,Succession Law,6
LAWS5188,Legal APPtitude,6
LAWS5189,Advanced Topics in Private Law,6
LAWS5192,Introduction to Roman Private Law,6
LAWS5209,Advanced Public Law,6
LAWS5215,Theory & Practice of Risk Regulation,6
LAWS5218,Special unit: Corporate Insolvency,6
LAWS5218,Corporate Insolvency,6
LAWS5219,International Criminal Law,6
LAWS5220,International Humanitarian Law,6
LAWS5223,Theories for Contemporary Criminal Justice,6
LAWS5224,Foundations of Public International Law,6
LAWS5225,"Theory, Method and Contemporary Issues of International Law",6
LAWS5226,International Human Rights Law,6
LAWS5230,Aviation Law,6
LAWS5231,Advanced Capital Gains Tax,6
LAWS5232,Double Tax Agreements and International Tax Law,6
LAWS5233,"Base Erosion, Profit Shifting and Transfer Pricing",6
LAWS5234,Taxation of Trusts,6
LAWS5235,Taxation Law of a Foreign State,6
LAWS5236,Advanced Australian Corporate Taxation,6
LAWS5237,Advanced Australian International Taxation,6
LAWS5238,Goods and Services Taxation,6
LAWS5239,Resource Taxation,6
LAWS5240,Tax Dispute Resolution,6
LAWS5241,International Dispute Settlement,6
LAWS5242,Law Study Tour (Singapore),6
LAWS5251,International Sales Law,6
LAWS5254,International Trade Law,6
LAWS5255,Advanced Topics in International Law,6
LAWS5260,"Intersections of Law, Policy and Government",6
LAWS5261,Planning Law,6
LAWS5296,Technology Law and Governance,6
LAWS5297,The Global Lawyer,6
LAWS5298,Human Capital,6
LAWS5305,Mediation:  Practice and Skills,6
LAWS5307,Mooting,6
LAWS5358,Innovations in Lawyering,6
LAWS5360,Employment Law,6
LAWS5378,Government Accountability—Law and Practice,6
LAWS5398,Construction Law,6
LAWS5501,Advanced Criminal Law and Procedure,6
LAWS5503,Conflict of Laws,6
LAWS5507,International Oil and Gas Law,6
LAWS5508,Commercial and Company Law,6
LAWS5509,Advanced Legal Research (by Invitation) Part 1,0
LAWS5510,Advanced Legal Research (by Invitation) Part 2,12
